Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Status,Open Date,Links
"Whangarei, New Zealand",7 Rust Avenue,Whangarei,,110,New Zealand,4,120,"-35.725282, 174.31861",0,OPEN,12/2/2020,gmap | forum | tesla
"Ellwangen - Hotel Montana, Germany",Max-Eyth-Straße 44,Ellwangen,,73479,Germany,8,250,"48.959165, 10.173534",512,OPEN,12/1/2020,gmap | forum | tesla
"Biberwier, Austria",Pfarrer-Fink-Weg,Biberwier,,106633,Austria,6,150,"47.372431, 10.886093",1028,OPEN,11/30/2020,gmap | forum | tesla
"Kin Fat Lane, Hong Kong",4 Kin Fat Lane,Tuen Mun,"New Territories, Hong Kong",,China,3,250,"22.396887, 113.968827",3,OPEN,11/28/2020,gmap | forum | tesla
"Leira, Norway",Oslovegen 700,Leira i Valdres,,2920,Norway,16,250,"60.969587, 9.29115",370,OPEN,11/27/2020,gmap | forum | tesla
"Washington - Market St NE, DC",2438 Market St NE,Washington DC,DC,20018,USA,12,250,"38.92225, -76.953333",30,OPEN,11/26/2020,gmap | forum | tesla
"Gilroy - Camino Arroyo, CA",6705 Camino Arroyo,Gilroy,CA,95020,USA,12,250,"37.000817, -121.554338",57,OPEN,11/26/2020,gmap | forum | tesla
"St. George - Convention Center Drive, UT",Convention Center Dr,St. George,UT,84790,USA,4,75,"37.077652, -113.583912",776,OPEN,11/25/2020,gmap | forum | tesla
"Salt Lake City - S 300 W, UT",1038 S 300 W,Salt Lake City,UT,84101,USA,4,72,"40.746393, -111.900534",1290,OPEN,11/25/2020,gmap | forum | tesla
"Fresno - North Riverside Drive, CA",5001 North Riverside Drive,Fresno,CA,93722,USA,12,250,"36.832164, -119.908341",91,OPEN,11/24/2020,gmap | forum | tesla
"Mangaweka, New Zealand",2 Koraenui St,Mangaweka,,4797,New Zealand,4,150,"-39.809731, 175.788451",316,OPEN,11/24/2020,gmap | forum | tesla
"Oakland - 2nd St, CA",255 2nd St,Oakland,CA,94607,USA,12,72,"37.794153, -122.272578",4,OPEN,11/22/2020,gmap | forum | tesla
"Austin - Century Oaks Terrace, TX",11410 Century Oaks Terrace,Austin,TX,78758,USA,16,72,"30.4023, -97.7247",237,OPEN,11/21/2020,gmap | forum | tesla
"Cyberport V3, Hong Kong","Cyberport, Telegraph Bay, 100 Cyberport Road",Hong Kong,Hong Kong,,China,3,250,"22.262361, 114.130851",9,OPEN,11/20/2020,gmap | forum | tesla
"Falls Church, VA",7501 Leesburg Pike,Falls Church,VA,22043,USA,8,250,"38.902472, -77.203588",111,OPEN,11/20/2020,gmap | forum | tesla
"Santa Ana - E 5th St, CA",300 E 5th St,Santa Ana,CA,92701,USA,20,72,"33.748796, -117.866115",37,OPEN,11/20/2020,gmap | forum | tesla
"Emeryville - Shellmound St, CA",5901 Shellmound St,Emeryville,CA,94608,USA,12,250,"37.840449, -122.293936",3,OPEN,11/20/2020,gmap | forum | tesla
"Woodland, CA",2185 Bronze Star Dr,Woodland,CA,95776,USA,8,250,"38.671368, -121.723893",11,OPEN,11/19/2020,gmap | forum | tesla
"Traver, CA",36005 CA-99,Traver,CA,93673,USA,16,250,"36.44881, -119.486404",87,OPEN,11/18/2020,gmap | forum | tesla
"San Diego - Balboa Mesa, CA",5617 Balboa Av,San Diego,CA,92111,USA,16,250,"32.818922, -117.179792",112,OPEN,11/18/2020,gmap | forum | tesla
"Bishop, CA",151 S Warren St,Bishop,CA,93514,USA,12,250,"37.360397, -118.396963",1263,OPEN,11/18/2020,gmap | forum | tesla
"Varangerbotn, Norway","E6, by Varangerkroa",Varangerbotn,,9840,Norway,3,250,"70.172139, 28.555323",9,OPEN,11/18/2020,gmap | forum | tesla
"Fremont - Pacific Commons, CA",43950 Pacific Commons Blvd,Fremont,CA,94538,USA,12,250,"37.502482, -121.968927",6,OPEN,11/18/2020,gmap | forum | tesla
"Zuidbroek, Netherlands",Burgemeester Otmaweg 2,Zuidbroek,,9636 EM,Netherlands,8,250,"53.169573, 6.853042",1,OPEN,11/18/2020,gmap | forum | tesla
"Cupertino - Stevens Creek Blvd, CA",20745 Stevens Creek Blvd,Cupertino,CA,95014,USA,28,250,"37.324722, -122.03684",76,OPEN,11/17/2020,gmap | forum | tesla
"Hesperia, CA",12795 Main St,Hesperia,CA,92345,USA,16,250,"34.424864, -117.385861",1077,OPEN,11/17/2020,gmap | forum | tesla
"Obfelden - A4 Southbound, Switzerland",Eni,Obfelden,,8912,Switzerland,12,250,"47.272015, 8.437738",484,OPEN,11/14/2020,gmap | forum | tesla
"Affoltern - A4 Northbound, Switzerland",Moosbachstrasse 1,Affoltern am Albis,,8910,Switzerland,12,250,"47.27111, 8.43981",482,OPEN,11/14/2020,gmap | forum | tesla
"Stockton, CA",2323 Grand Canal Blvd,Stockton,CA,95207,USA,12,250,"37.984978, -121.335924",3,OPEN,11/13/2020,gmap | forum | tesla
"Firebaugh, CA",46272 W Panoche Rd,Firebaugh,CA,93622,USA,56,250,"36.639287, -120.625451",146,OPEN,11/13/2020,gmap | forum | tesla
"Palm Coast, FL",5600 FL-100 East,Palm Coast,FL,32164,USA,8,250,"29.475857, -81.206442",9,OPEN,11/13/2020,gmap | forum | tesla
"Tepatitlan, Mexico","S.s. Juan Pablo II 325, La Gloria",Tepatitlán de Morelos,Jalisco,47670,Mexico,4,250,"20.8102828, -102.7777501",1793,OPEN,11/12/2020,gmap | forum | tesla
"Tinqueux, France",Route de Soissons,Tinqueux,,51430,France,12,250,"49.252877, 3.975955",124,OPEN,11/9/2020,gmap | forum | tesla
"Staðarskáli, Iceland",N1 - Staðarskáli,Staður,,,Iceland,8,250,"65.14441, -21.083849",17,OPEN,11/9/2020,gmap | forum | tesla
"Birmingham-St Andrews, UK",Small Heath,Birmingham,Birmingham,B10 0BW,United Kingdom,16,250,"52.4713, -1.8742",111,OPEN,11/9/2020,gmap | forum | tesla
"Water Mill, NY",760 Montauk Hwy,Water Mill,NY,11976,USA,8,250,"40.912008, -72.352969",6,OPEN,11/8/2020,gmap | forum | tesla
"Buffalo Grove, IL",1550 Deerfield Pkwy,Buffalo Grove,IL,60089,USA,12,250,"42.168699, -87.923841",197,OPEN,11/7/2020,gmap | forum | tesla
"San Jose - Holger Way, CA",95 Holger Wy,San Jose,CA,95134,USA,14,72,"37.417281, -121.956897",3,OPEN,11/7/2020,gmap | forum | tesla
"Rowland Heights, CA",17247 Colima Rd,Rowland Heights,CA,91748,USA,8,72,"33.991811, -117.92803",135,OPEN,11/7/2020,gmap | forum | tesla
"Wörth, Germany",Luitpoldpark,Wörth an der Isar,,84109,Germany,12,250,"48.625639, 12.320222",373,OPEN,11/6/2020,gmap | forum | tesla
"Playa Vista - West Jefferson Blvd, CA",12746 W Jefferson Blvd,Playa Vista,CA,90094,USA,14,72,"33.977104, -118.417167",11,OPEN,11/6/2020,gmap | forum | tesla
"Salem, OR",3790 Center St NE,Salem,OR,97301,USA,12,250,"44.93894, -122.987919",64,OPEN,11/5/2020,gmap | forum | tesla
"Jackson, CA",31 CA-88,Jackson,CA,95642,USA,8,250,"38.347998, -120.7766",374,OPEN,11/5/2020,gmap | forum | tesla
"Hillsboro, OR",18101 NW Evergreen Pkwy,Hillsboro,OR,97006,USA,12,250,"45.538579, -122.866166",70,OPEN,11/5/2020,gmap | forum | tesla
"Labouheyre, France",67 Allée de Genêts,Labouheyre,,40210,France,8,250,"44.2028103, -0.9268266",72,OPEN,11/5/2020,gmap | forum | tesla
"Hilton Head Island, SC",33 Office Park Rd,Hilton Head Island,SC,29928,USA,8,250,"32.15369, -80.767933",4,OPEN,11/5/2020,gmap | forum | tesla
"Medford, OR",2000 Crater Lake Hwy,Medford,OR,97504,USA,12,250,"42.347992, -122.878882",402,OPEN,11/4/2020,gmap | forum | tesla
"Namur, Belgium",Chemin du Fort du Suarlée,Rhisnes,,5080,Belgium,12,250,"50.485513, 4.7961364",205,OPEN,11/2/2020,gmap | forum | tesla
"Daytona Beach, FL",2380 W International Speedway Blvd,Daytona Beach,FL,32114,USA,12,250,"29.183314, -81.07889",8,OPEN,11/1/2020,gmap | forum | tesla
"Lacey, WA",655 Sleater Kinney Rd SE,Lacey,WA,98503,USA,12,250,"47.0427557461906, -122.836407423019",64,OPEN,10/30/2020,gmap | forum | tesla
"Aurora - IL-59, IL",808 IL-59 S,Aurora,IL,60504,USA,12,250,"41.769119, -88.208105",216,OPEN,10/30/2020,gmap | forum | tesla
"Hartford - Leibert Rd, CT",195 Leibert Rd,Hartford,CT,6120,USA,12,150,"41.788236, -72.65582",7,OPEN,10/30/2020,gmap | forum | tesla
"Benavente, Spain","Centro de Transportes, Calle Simon Bolivar",Benavente,Zamora,49600,Spain,8,250,"42.0076352, -5.6633678",710,OPEN,10/29/2020,gmap | forum | tesla
"North Charleston, SC",4855 Tanger Outlet Blvd,North Charleston,SC,29418,USA,8,250,"32.872626, -80.015535",6,OPEN,10/29/2020,gmap | forum | tesla
"Citygate S1, Hong Kong",20 Tat Tung Road,Tung Chung,Hong Kong,,China,4,120,"22.290402, 113.940136",2,OPEN,10/29/2020,gmap | forum | tesla
"Lugo, Spain","Av. Infanta Elena, 213",Lugo,Galicia,27003,Spain,4,150,"43.0364661, -7.5690078",463,OPEN,10/28/2020,gmap | forum | tesla
"Claymont - Philadelphia Pike, DE",2621 Philadelphia Pike,Claymont,DE,19703,USA,4,250,"39.794589561233245, -75.46957254409",29,OPEN,10/28/2020,gmap | forum | tesla
"Nepean - Robertson Road, ON",2135 Robertson Rd,Nepean,ON,K2H 8G3,Canada,8,250,"45.32191, -75.835509",91,OPEN,10/23/2020,gmap | forum | tesla
"Pittsburgh, PA",5550 Centre Ave,Pittsburgh,PA,15232,USA,8,72,"40.456432, -79.934125",270,OPEN,10/21/2020,gmap | forum | tesla
"Kozina, Slovenia",Bazoviška cesta 23,Kozina,,6240,Slovenia,4,150,"45.607387, 13.931518",482,OPEN,10/20/2020,gmap | forum | tesla
"Palmdale, CA",1233 Rancho Vista Blvd,Palmdale,CA,93551,USA,12,250,"34.606207, -118.151386",815,OPEN,10/19/2020,gmap | forum | tesla
"Montluçon, France",Technopole de la Loue sortie 37,Saint-Victor,,3410,France,8,250,"46.37831, 2.586475",199,OPEN,10/19/2020,gmap | forum | tesla
"Titusville, FL",3055 Columbia Blvd,Titusville,FL,32780,USA,16,250,"28.552782, -80.840594",6,OPEN,10/18/2020,gmap | forum | tesla
"Lincoln - Groveland Lane, CA",950 Groveland Ln,Lincoln,CA,95648,USA,8,250,"38.869969, -121.303187",44,OPEN,10/15/2020,gmap | forum | tesla
"Gettysburg, PA",30 Camp Letterman Dr,Gettysburg,PA,17325,USA,8,250,"39.844127, -77.19905",182,OPEN,10/15/2020,gmap | forum | tesla
"Maurset, Norway",Sjonaleitsvegen 2,Vøringsfossen,,5785,Norway,8,250,"60.41054, 7.325091",778,OPEN,10/14/2020,gmap | forum | tesla
"Baltimore - Boston Street, MD",3779 Boston St,Baltimore,MD,21224,USA,12,250,"39.274972, -76.563528",9,OPEN,10/13/2020,gmap | forum | tesla
"Grosseto, Italy",snc Via Ecuador 58100,Grosseto,,,Italy,8,150,"42.789258, 11.115675",12,OPEN,10/12/2020,gmap | forum | tesla
"Valdosta, GA",2112 W Hill Ave,Valdosta,GA,31601,USA,8,250,"30.81732, -83.320889",61,OPEN,10/11/2020,gmap | forum | tesla
"Brighton, CO",5112 E Bromley Ln,Brighton,CO,80603,USA,8,250,"39.971722, -104.748972",1550,OPEN,10/8/2020,gmap | forum | tesla
"Hilden, Germany",Zum Jägerhof,Hilden,,40724,Germany,20,250,"51.191263, 6.937104",56,OPEN,10/8/2020,gmap | forum | tesla
"Minneapolis, MN",1600 New Brighton Blvd,Minneapolis,MN,55413,USA,10,250,"45.004609, -93.229542",265,OPEN,10/7/2020,gmap | forum | tesla
"Périgueux, France",ZA,Grand Font,,24330,France,8,250,"45.152092, 0.791146",152,OPEN,10/7/2020,gmap | forum | tesla
"Hawthorne - W 120th St, CA",2700 W 120th St,Hawthorne,CA,90250,USA,16,250,"33.923198, -118.322218",21,OPEN,10/5/2020,gmap | forum | tesla
"Superior - S Marshall Rd (SC), CO",2 S Marshall Rd,Superior,CO,80027,USA,16,250,"39.9548017, -105.1646291",1669,OPEN,10/2/2020,gmap | forum | tesla
"Fort Pierce, FL",5575 Okeechobee Rd,Fort Pierce,FL,34749,USA,8,250,"27.416538, -80.381845",5,OPEN,10/2/2020,gmap | forum | tesla
"Uden, Netherlands",Rondweg 2,Uden,,5406 NK,Netherlands,12,250,"51.6714, 5.6031",17,OPEN,10/1/2020,gmap | forum | tesla
"San Clemente - Av. Vista Hermosa, CA",990 Avenida Vista Hermosa,San Clemente,CA,92673,USA,12,250,"33.463091, -117.60783",124,OPEN,10/1/2020,gmap | forum | tesla
"Inverness, UK",Rose St,Inverness,Highland,IV1 1NQ,United Kingdom,6,150,"57.481303, -4.226404",11,OPEN,10/1/2020,gmap | forum | tesla
"Sacramento - Freeport Blvd, CA",4700 Freeport Blvd,Sacramento,CA,95822,USA,8,250,"38.533691, -121.4961",6,OPEN,9/30/2020,gmap | forum | tesla
"Amesbury, UK",Solstice Park Avenue,Salisbury,Wiltshire,SP4,United Kingdom,16,250,"51.1771, -1.7564",89,OPEN,9/29/2020,gmap | forum | tesla
"Leusden, Netherlands",Philipsstraat 18,Leusden,,3833 LC,Netherlands,12,250,"52.1438244, 5.4169032",4,OPEN,9/29/2020,gmap | forum | tesla
"Great Barrington, MA",700 Main St,Great Barrington,MA,1230,USA,8,250,"42.180663, -73.364632",209,OPEN,9/26/2020,gmap | forum | tesla
"Taipei City - Beitou District, Taiwan",No. 1 Daye Road Lane 300,"Beitou District, Taipei City",,11268,Taiwan,6,58,"25.1285, 121.498",2,OPEN,9/25/2020,gmap | forum | tesla
"Fort William, UK",MacFarlane Way,Fort William,,PH33 6AN,United Kingdom,6,250,"56.821388, -5.103697",7,OPEN,9/24/2020,gmap | forum | tesla
"Simi Valley - Tierra Rejada Road, CA",51 Tierra Rejada Road,Simi Valley,CA,93065,USA,12,250,"34.272167, -118.797139",220,OPEN,9/22/2020,gmap | forum | tesla
"Busan - Yeonje, South Korea","290 Jwasuyeong-ro, Yeonje-gu",Busan,26,,South Korea,4,120,"35.188372, 129.110238",12,OPEN,9/19/2020,gmap | forum | tesla
"Jacksonville - Chaffee Rd, FL",703 Chaffee Rd S,Jacksonville,FL,32221,USA,8,250,"30.307077, -81.847887",21,OPEN,9/19/2020,gmap | forum | tesla
"Bulle, Switzerland",Rue de Industrie 31,Bulle,,1630,Switzerland,8,250,"46.624995, 7.037417",775,OPEN,9/19/2020,gmap | forum | tesla
"Kincardine, ON",811 Durham St,Kincardine,ON,N2Z 3B8,Canada,8,250,"44.172613, -81.615962",210,OPEN,9/18/2020,gmap | forum | tesla
"Kinston, NC",4483 US-70 E,Kinston,NC,28504,USA,8,250,"35.26079, -77.649666",13,OPEN,9/18/2020,gmap | forum | tesla
"Santa Clara, CA",3945 Rivermark Plaza,Santa Clara,CA,95054,USA,16,72,"37.394816, -121.945157",6,OPEN,9/17/2020,gmap | forum | tesla
"Eschborn, Germany",Elly-Beinhorn-Straße 3-7,Eschborn,,65760,Germany,16,250,"50.1343207, 8.5607616",128,OPEN,9/16/2020,gmap | forum | tesla
"Las Vegas - Grand Central Parkway, NV",875 S Grand Central Pkwy,Las Vegas,NV,89106,USA,8,250,"36.165908, -115.158343",622,OPEN,9/15/2020,gmap | forum | tesla
"Kaohsiung - Joy Plaza, Taiwan","No. 427, Minzu 1st Road","Sanmin District, Kaohsiung City",,80794,Taiwan,4,72,"22.656359, 120.3151366",5,OPEN,9/15/2020,gmap | forum | tesla
"Chillicothe, OH",1080 N Bridge St,Chillicothe,OH,45601,USA,8,250,"39.35835, -82.977277",190,OPEN,9/12/2020,gmap | forum | tesla
"Berlin EUREF-Campus, Germany",EUREF-Platz,Berlin,,10829,Germany,12,250,"52.480894, 13.355937",43,OPEN,9/10/2020,gmap | forum | tesla
"Lady Lake, FL",116 N. Highway 27/441,Lady Lake,FL,32159,USA,8,250,"28.917179, -81.923031",24,OPEN,9/9/2020,gmap | forum | tesla
"Nashville - Old Hickory Blvd, TN",780 Old Hickory Blvd,Nashville,TN,37027,USA,12,250,"36.042377, -86.777844",214,OPEN,9/6/2020,gmap | forum | tesla
"New Taipei City - Xizhi, Taiwan","No. 13號, Lane 751, Kangning Street","Xizhi District, New Taipei City",,221,Taiwan,4,250,"25.074837, 121.6378285",77,OPEN,9/6/2020,gmap | forum | tesla
"Conifer, CO",25637 Conifer Rd,Conifer,CO,80433,USA,8,250,"39.544083, -105.289972",2465,OPEN,9/5/2020,gmap | forum | tesla
"Rutland, VT",194 Woodstock Ave,Rutland,VT,5701,USA,6,250,"43.617562, -72.957208",206,OPEN,9/5/2020,gmap | forum | tesla
"Paso Robles, CA",2449 Golden Hill Rd,Paso Robles,CA,93446,USA,28,250,"35.645482, -120.660047",243,OPEN,9/4/2020,gmap | forum | tesla
"Cerritos, CA",239 Los Cerritos Center,Cerritos,CA,90703,USA,12,72,"33.8643904, -118.0915723",17,OPEN,9/4/2020,gmap | forum | tesla
"Ozark, AR",3202 Pence Ln,Ozark,AR,72949,USA,8,250,"35.5238, -93.8636",160,OPEN,9/4/2020,gmap | forum | tesla
"Marin City, CA",190 Donahue St,Sausalito,CA,94965,USA,16,72,"37.872835, -122.510499",3,OPEN,9/3/2020,gmap | forum | tesla
"Ontario, OR",243 NE East Ln,Ontario,OR,97914,USA,8,250,"44.025818, -116.942521",655,OPEN,9/3/2020,gmap | forum | tesla
"Aksdal South, Norway",Behind Shell station at Aksdal center,Aksdal,Rogaland,5570,Norway,16,250,"59.421338, 5.443543",40,OPEN,9/3/2020,gmap | forum | tesla
"Lakeland, FL",4320 US Hwy 98 N,Lakeland,FL,33809,USA,7,250,"28.0979989, -81.9746033",60,OPEN,9/3/2020,gmap | forum | tesla
"Hermsdorf, Germany",Kraftsdorfer Str.,Hermsdorf,,7629,Germany,12,250,"50.889767, 11.871249",347,OPEN,9/1/2020,gmap | forum | tesla
"San Jose - East Capitol Expressway, CA",3096 Tuers Rd,San Jose,CA,95121,USA,20,250,"37.300551, -121.825198",48,OPEN,8/29/2020,gmap | forum | tesla
"Patterson - Speno Dr, CA",2959 Speno Dr,Patterson,CA,95363,USA,8,250,"37.466496, -121.174403",60,OPEN,8/29/2020,gmap | forum | tesla
"Panama City Beach, FL",14100 Panama City Beach Parkway,Panama City Beach,FL,32413,USA,8,250,"30.211432, -85.849367",9,OPEN,8/28/2020,gmap | forum | tesla
"Minnetonka, MN",13201 Ridgedale Dr,Minnetonka,MN,55305,USA,8,250,"44.9698145, -93.4478659",294,OPEN,8/27/2020,gmap | forum | tesla
"Wyboston, UK",Great N Road,Wyboston,Bedford,MK44 3AL,United Kingdom,6,250,"52.2024, -0.2915",21,OPEN,8/25/2020,gmap | forum | tesla
"Elizabeth, NJ",651 Kapkowski Road,Elizabeth,NJ,7201,USA,16,250,"40.662806, -74.173611",6,OPEN,8/25/2020,gmap | forum | tesla
"Loulé, Portugal",Av. do Algarve,Almancil,,8135-182,Portugal,8,250,"37.097586, -7.9978675",77,OPEN,8/24/2020,gmap | forum | tesla
"Lohas Park, Hong Kong","1 Lohas Park Road, , 新界 將軍澳 康城路1號","Tseung Kwan O, New Territories",Hong Kong,,China,3,250,"22.296873, 114.269887",8,OPEN,8/23/2020,gmap | forum | tesla
"Ashland, NH",158 Main St,Ashland,NH,3217,USA,8,250,"43.698101, -71.640119",163,OPEN,8/21/2020,gmap | forum | tesla
"Wismar, Germany",Querstrasse 1,Wismar,,23970,Germany,8,250,"53.878994, 11.454682",56,OPEN,8/20/2020,gmap | forum | tesla
"Brunswick, GA",500 Millennium Blvd,Brunswick,GA,31525,USA,24,250,"31.245874, -81.501667",9,OPEN,8/18/2020,gmap | forum | tesla
"Morelia, Mexico",58927 Álvaro Obregón,Morelia,Michoacán,,Mexico,4,250,"19.84131, -101.024823",1839,OPEN,8/14/2020,gmap | forum | tesla
"San Francisco, CA",601 Van Ness Ave,San Francisco,CA,94102,USA,12,72,"37.781296, -122.421394",26,OPEN,8/14/2020,gmap | forum | tesla
"Les Herbiers, France",9 Avenue de Arborescente,Les Herbiers,,85500,France,8,250,"46.889425, -1.034616",115,OPEN,8/11/2020,gmap | forum | tesla
"Kremmling, CO",605 Park Ave,Kremmling,CO,80459,USA,8,250,"40.059575, -106.387881",2247,OPEN,8/8/2020,gmap | forum | tesla
"Los Altos, CA",4800 El Camino Real,Los Altos,CA,94022,USA,16,72,"37.398894, -122.110682",24,OPEN,8/7/2020,gmap | forum | tesla
"Peterborough, ON",645 Lansdowne St W,Peterborough,ON,K9J 7Y5,Canada,8,250,"44.28343, -78.332347",193,OPEN,8/6/2020,gmap | forum | tesla
"Washington, PA",331 Washington Rd,Washington,PA,15301,USA,8,250,"40.1873056, -80.2293889",370,OPEN,8/5/2020,gmap | forum | tesla
"Leeds - Whitehouse St (SC), UK",7 Whitehouse Street,Leeds,,LS10 1AD,United Kingdom,8,250,"53.784591281445174, -1.532506942749",26,OPEN,8/5/2020,gmap | forum | tesla
"Hilton Park Southbound, UK",M6 southbound between Junction 10A and 11,Wolverhampton,,"WV11 2AT,",United Kingdom,12,150,"52.644074, -2.054209",150,OPEN,8/5/2020,gmap | forum | tesla
"Chula Vista, CA",910 Eastlake Pkwy,Chula Vista,CA,91915,USA,12,250,"32.649168, -116.9676",168,OPEN,8/4/2020,gmap | forum | tesla
"Angoulême, France",122 Rue des Meneaux,Champniers,,16430,France,8,250,"45.6944312, 0.1788031",68,OPEN,7/31/2020,gmap | forum | tesla
"Springfield - Cleveland Place, NJ",697 Morris Tpke,Springfield,NJ,7081,USA,8,250,"40.717706, -74.329462",53,OPEN,7/30/2020,gmap | forum | tesla
"Deptford, NJ",1750 Deptford Center Rd,Deptford,NJ,8096,USA,12,150,"39.833413, -75.097737",15,OPEN,7/29/2020,gmap | forum | tesla
"Aranda de Duero, Spain","N-I, Km 152",Fuentespina,,9471,Spain,10,150,"41.62361, -3.687539",829,OPEN,7/29/2020,gmap | forum | tesla
"Fossvogur, Iceland",Kringlumýrarbraut 100,Reykjavik,,108,Iceland,4,120,"64.117675, -21.899378",8,OPEN,7/27/2020,gmap | forum | tesla
"Katy, TX",25675 Nelson Way,Katy,TX,77494,USA,12,150,"29.774658, -95.821859",42,OPEN,7/24/2020,gmap | forum | tesla
"Middelburg, Netherlands",Paukenweg 3,Middelburg,,4337 WH,Netherlands,8,250,"51.4802623, 3.6364364",-1,OPEN,7/24/2020,gmap | forum | tesla
